Name,Restaurant_Type,Address,Zip_Code,Phone
Hugos Restaurant,Gourmetrestaurant,Budapester Str. 2,10787 Berlin–Tiergarten,(030) 260 212 63
Il Valentino,Italienisches Restaurant,Kurfürstenstr. 56,10785 Berlin–Tiergarten,(030) 263 982 63
Joseph Roth Diele,Deutsches Restaurant,Potsdamer Str. 75,10785 Berlin–Tiergarten,(030) 263 698 84
Keyfi Sefa by The Meat,Internationales Restaurant,Altonaer Str. 20,10557 Berlin–Tiergarten,None
Kin Dee,Thailaendisches Restaurant,Lützowstr. 81,10785 Berlin–Tiergarten,(030) 215 529 4
Ki-Nova,Internationales Restaurant,Potsdamer Str. 2,10785 Berlin–Tiergarten,None
Klässig's Fish & Chips - Hauptbahnhof,Fischrestaurant,Europaplatz 1,10557 Berlin–Tiergarten,(030) 206 539 06
La fabrica food,Vegetarisches Restaurant,Gotzkowskystr 19,10555 Berlin–Tiergarten,(0151) 723 088 32
La Mandria,Pizzeria,Turmstr. 64,10551 Berlin–Tiergarten,(030) 392 611 1
La Tettoia,Italienisches Restaurant,Waldstr. 55,10551 Berlin–Tiergarten,(030) 396 314 7
Lal Haweli,Indisches Restaurant,Alt-Moabit 51,10555 Berlin–Tiergarten,(030) 399 056 26
Le Pierre,Franzoesisches Restaurant,Heidestr. 62,10557 Berlin–Tiergarten,(0152) 321 809 07
Le Pierre Rooftop Grill,Internationales Restaurant,Heidestr. 62,10557 Berlin–Tiergarten,None
Inh. Lieu The Duong,Vietnamesisches Restaurant,Kurfürstenstr. 112,10787 Berlin–Tiergarten,(030) 939 574 74
Lindenbräu,Deutsches Restaurant,Bellevuestr. 3-5,10785 Berlin–Tiergarten,(030) 257 512 80
Maharadsch,Indisches Restaurant,Gotzkowskystr. 25,10555 Berlin–Tiergarten,(030) 391 051 41
Marjan Grill,Internationales Restaurant,Stadtbahnbogen 411,10557 Berlin–Tiergarten,(030) 391 497 6
Markthallen Bar,Tapasbar,Bugenhagenstr. 19 - Arminiusmarkthalle,10551 Berlin–Tiergarten,None
McDonald's,Fast Food,Europaplatz 1 - Hauptbahnhof UG,10557 Berlin–Tiergarten,(030) 212 342 46
Mediterraneo,Mediterranes Restaurant,Lehrter Str. 27-30,10557 Berlin–Tiergarten,(030) 397 557 7
MOA Eat & MOA Bar,Internationales Restaurant,Stephanstr. 41 - Mercure Hotel MOA,10559 Berlin–Tiergarten,None
Mokka,Mediterranes Restaurant,Dortmunder Str. 9,10555 Berlin–Tiergarten,None
My Deli Love,Bistro,Lützowstr. 46,10785 Berlin–Tiergarten,(030) 284 204 24
Naninka Picanteria und PiscoBar,Internationales Restaurant,Arminiusstr. 2-4 - Arminiusmarkthalle,10551 Berlin–Tiergarten,(0157) 842 866 10
Nusantara,Indonesisches Restaurant,Turmstr. 18,10559 Berlin–Tiergarten,(030) 966 003 31
"Oh, Panama",Deutsches Restaurant,Potsdamer Str. 91,10785 Berlin–Tiergarten,(030) 983 208 435
Oles Fingerfood Fabrik,Bistro,Alt-Moabit 10,10557 Berlin–Tiergarten,(0173) 455 119 5
Om,Indisches Restaurant,Kirchstr. 16,10557 Berlin–Tiergarten,(030) 397 495 54
Osmanya Restaurant,Tuerkisches Restaurant,Birkenstr. 17,10559 Berlin–Tiergarten,(030) 488 299 99
Osteria dell' Arte,Italienisches Restaurant,Bochumer Str. 26,10555 Berlin–Tiergarten,(030) 397 498 63
Palazzo,Erlebnisgastronomie,Hertzallee 41,10787 Berlin–Tiergarten,(0180) 638 888 3
Parc Fermé,Gourmetrestaurant,Wiebestr. 36-37,10553 Berlin–Tiergarten,None
Paris-Moskau,Gourmetrestaurant,Alt-Moabit 141,10557 Berlin–Tiergarten,(030) 394 208 1
Paulaner im Spreebogen,Bayerisches Restaurant,Alt-Moabit 98,10559 Berlin–Tiergarten,(030) 398 814 26
Pignut BBQ,Amerikanisches Restaurant,Arminiusstr. 2-4 - Arminiusmarkthalle,10551 Berlin–Tiergarten,(0178) 180 010 1
Pizza Hut,Fast Food,Potsdamer Platz 1,10785 Berlin–Tiergarten,(030) 259 227 74
Pizza Max Zentrale,Pizzaservice,Siemensstr. 26a,10551 Berlin–Tiergarten,(030) 397 317 94
Pizzeria Europa,Pizzeria,Beusselstr. 61,10553 Berlin–Tiergarten,(030) 392 335 1
Pizzeria Mini Perle,Pizzeria,Perleberger Str. 53,10559 Berlin–Tiergarten,(030) 397 501 5
POTS - Dieter Müller,Deutsches Restaurant,"Potsdamer Platz 3 - The Ritz-Carlton, Berlin",10785 Berlin–Tiergarten,(030) 337 775 402
Pound and Pence,Englisches Restaurant,Arminiusstraße 2-4,10551 Berlin–Tiergarten,(0176) 848 899 69
ProMo,Mediterranes Restaurant,Dortmunder Str. 8,10555 Berlin–Tiergarten,(030) 391 419 5
The Mandala Hotel GmbH,Internationales Restaurant,Potsdamer Str. 3,10785 Berlin–Tiergarten,(030) 590 051 230
Ratzfatzsatt - Betriebsrestaurant im GSZM,Kantine,Turmstr. 21,10559 Berlin–Tiergarten,(030) 323 046 03
Reinhard Bär,Internationales Restaurant,Am Hamburger Bahnhof 4,10557 Berlin–Tiergarten,(030) 920 382 37
Siuts Gastronomie GmbH,Deutsches Restaurant,Invalidenstr. 50-51,10557 Berlin–Tiergarten,(030) 707 136 50
Restaurant Lichtblick,Internationales Restaurant,Birkenstr. 33,10551 Berlin–Tiergarten,(030) 395 199 6
Restaurantschiff Patio,Restaurantschiff,Helgoländer Ufer / Kirchstr.,10557 Berlin–Tiergarten,None
Rienäcker,Internationales Restaurant,Landgrafenstraße 4 - im Hotel Golden Tulip Berlin,10787 Berlin–Tiergarten,(030) 264 771 52
Ristorante Don Giovanni,Italienisches Restaurant,Alt-Moabit 129,10557 Berlin–Tiergarten,None
Ristorante Essenza,Italienisches Restaurant,Potsdamer Platz 1 - Kollhoff Tower,10785 Berlin–Tiergarten,(030) 257 968 56
Ristorante Tra di Noi,Italienisches Restaurant,Lützowplatz 5,10785 Berlin–Tiergarten,None
Rosario Argentinisches Steakhaus & Pizzeria,Steakhaus,Gotzkowskystr. 35,10555 Berlin–Tiergarten,None
Sakura,Japanisches Restaurant,Kurfürstenstr. 126,10785 Berlin–Tiergarten,None
Saravanaa Bhavan,Indisches Restaurant,Potsdamer Platz 5,10785 Berlin–Tiergarten,(030) 556 556 54
Sljiva,Internationales Restaurant,Arminiusstr. 2-4,10551 Berlin–Tiergarten,None
Sorriso,Italienisches Restaurant,Kurfürstenstr. 76,10787 Berlin–Tiergarten,(030) 262 131 3
Sæson,Internationales Restaurant,Potsdamer Straße 67 - im Hotel Lulu Guldsmeden,10785 Berlin–Tiergarten,(030) 255 587 23
Sticks ‘n’ Sushi,Sushirestaurant,Potsdamer Str. 85,10785 Berlin–Tiergarten,(030) 887 894 16
Sugar Tapas Bar,Tapasbar,Wilhelmshavener Str. 14,10551 Berlin–Tiergarten,(030) 120 281 29
Taverna Phaestos,Griechisches Restaurant,Jagowstr. 16,10555 Berlin–Tiergarten,(030) 393 691 5
The Big Dog,Amerikanisches Restaurant,Ebertstr. 3,10117 Berlin–Tiergarten,(030) 220 005 440
The Casual,Spanisches Restaurant,Drakestr. 1 - im Hotel „Das Stue“,10787 Berlin–Tiergarten,(030) 311 722 0
The Poutine Kitchen,Imbiss,Arminiusstr. 2-4 - Arminiusmarkthalle,10551 Berlin–Tiergarten,(0177) 781 141 9
Tiergartenquelle,Deutsches Restaurant,Bachstraße - S-Bahnbögen 481 und 482,10555 Berlin–Tiergarten,(030) 247 287 27
Tipi am Kanzleramt,Internationales Restaurant,Große Querallee,10557 Berlin–Tiergarten,(030) 390 665 50
Tizian,Italienisches Restaurant,Marlene-Dietrich-Platz 2 - im Hotel Grand Hyatt,10785 Berlin–Tiergarten,None
Tokio – Sushi Soup Sake,Bistro,Europaplatz 1 - UG,10557 Berlin–Tiergarten,(030) 224 877 53
Trattoria Fidelia,Italienisches Restaurant,Lüneburger Str. 390,10557 Berlin–Tiergarten,None
Trofeo,Mediterranes Restaurant,Wiebestr. 36,10553 Berlin–Tiergarten,None
Vapiano,Italienisches Restaurant,Potsdamer Platz 5,10785 Berlin–Tiergarten,(030) 230 050 05
Vox Restaurant,Gourmetrestaurant,Marlene-Dietrich-Platz 2,10785 Berlin–Tiergarten,(030) 255 317 72
Weilands,Arabisches Restaurant,Eichhornstr. 3 - Atrium Tower,10785 Berlin–Tiergarten,(030) 258 997 17
Weimarer Dreieck,Polnisches Restaurant,Essener Str. 19,10555 Berlin–Tiergarten,(030) 633 757 91
SSK Gastro-Projekt Management GmbH,Imbiss,"Alte Potsdamer Str. 7 - Potsdamer Platz Arkaden, Untergeschoss",10785 Berlin–Tiergarten,(030) 609 887 50
Xiang Shan,Chinesisches Restaurant,Kurfürstenstr. 79,10787 Berlin–Tiergarten,(030) 262 389 8
Ya-Man,Karibisches Restaurant,Gotzkowskystr. 17,10555 Berlin–Tiergarten,(0173) 720 624 9
Zollpackhof,Deutsches Restaurant,Elisabeth-Abegg-Str. 1,10557 Berlin–Tiergarten,(030) 330 997 20
Zunftwirtschaft,Deutsches Restaurant,Arminiusstr. 2-4,10551 Berlin–Tiergarten,(0170) 581 010 0
zwölf.uhr.mittags,Bistro,Kirchstr. 17,10557 Berlin–Tiergarten,(030) 817 042 99
Antica Roma,Italienisches Restaurant,Am Treptower Park 37,12435 Berlin–Treptow,(030) 533 745 6
Burger Junkys,Burger,Lohmühlenstr. 58,12435 Berlin–Treptow,(030) 694 847 2
Burger King Beteiligungs GmbH,Fast Food,Michael-Brückner-Straße 24,12439 Berlin–Treptow,(030) 639 781 37
Domino's Pizza,Pizzaservice,Am Falkenberg 108,12524 Berlin–Treptow,(030) 678 230 20
Don Giovanni,Italienisches Restaurant,Winckelmannstr. 37,12487 Berlin–Treptow,(030) 631 608 0
El Dorado,Steakhaus,Sterndamm 63,12487 Berlin–Treptow,(030) 639 783 67
El Ganado,Argentinisches Restaurant,Sterndamm 63,12487 Berlin–Treptow,(030) 639 783 67
Esswirtschaft,Bistro,Rudower Chaussee 24,12489 Berlin–Treptow,(030) 700 335 93
Gaststätte Ebel,Deutsches Restaurant,Semmelweisstr. 1,12524 Berlin–Treptow,(030) 673 600 4
Harina in Love - El Bodegon,Imbiss,Puschkinallee 15,12435 Berlin–Treptow,(0176) 706 822 21
Hindi Restaurant,Indisches Restaurant,Plesser Str. 6,12435 Berlin–Treptow,None
HongKong-Haus,Asiatisches Restaurant,Weerthstr. 2,12489 Berlin–Treptow,(030) 677 594 6
Kladderadatsch,Bistro,Puschkinallee 15,12435 Berlin–Treptow,(030) 536 360 421
Segelschiffrestaurant Klipper,Restaurantschiff,Bulgarische Str. - Poetensteig,12435 Berlin–Treptow,(030) 532 164 90
Maharadscha India,Indisches Restaurant,Radickestr. 44,12489 Berlin–Treptow,(030) 677 779 69
Mani Mogo,Koreanisches Restaurant,Erich-Thilo-Str. 36,12489 Berlin–Treptow,(030) 555 174 71
McDonald's,Fast Food,Adlergestell 289a,12489 Berlin–Treptow,(030) 677 750 87
McDonald's,Fast Food,Schnellerstr. 21,12439 Berlin–Treptow,(030) 631 039 17
Meet Saigon,Vietnamesisches Restaurant,Franz-Ehrlich-Str. 5,12489 Berlin–Treptow,None
Olivo,Italienisches Restaurant,Wagner-Régeny-Str. 12,12487 Berlin–Treptow,None
Rangla Punjab,Indisches Restaurant,Köpenicker Str. 36,12524 Berlin–Treptow,None
Restaurant Athen,Griechisches Restaurant,Radickestr. 57,12489 Berlin–Treptow,(030) 325 978 72
Subway,Fast Food,Rudower Chaussee 12,12489 Berlin–Treptow,(030) 617 432 80
T. Viet,Vietnamesisches Restaurant,Elsenstraße 109,12435 Berlin–Treptow,None
Taj Mahal India,Indisches Restaurant,Schnellerstr. 128,12439 Berlin–Treptow,(030) 639 780 67
Tandoor House,Indisches Restaurant,Spreestr. 27,12439 Berlin–Treptow,(030) 631 037 55
Taverna Odyssee,Griechisches Restaurant,Sterndamm 59,12487 Berlin–Treptow,(030) 636 221 6
Treptower Klause,Deutsches Restaurant,Karl-Kunger-Str. 69,12435 Berlin–Treptow,(0175) 901 009 9
Zum Bohnsdorfer Eck,Deutsches Restaurant,Grünbergallee 101,12526 Berlin–Treptow,(030) 676 346 4
Á Âu,Vietnamesisches Restaurant,Fennstr. 4,13347 Berlin–Wedding,None
Baba Sultan Köfteci,Tuerkisches Restaurant,Luxemburger Str. 34,13353 Berlin–Wedding,None
Bantou Village,Afrikanisches Restaurant,Kameruner Str. 2,13351 Berlin–Wedding,(030) 457 976 36
Burgerzimmer,Burger,Pankstr. 27,13357 Berlin–Wedding,None
Café Pförtner,Bistro,Uferstr. 8-11,13357 Berlin–Wedding,(030) 503 698 54
Café Schadé,Internationales Restaurant,Tegeler Str. 23,13353 Berlin–Wedding,(030) 457 976 62
Call a Pizza,Pizzaservice,Reinickendorfer Str. 48,13347 Berlin–Wedding,(030) 461 253 6
Cozymazu,Asiatisches Restaurant,Sprengelstr. 39,13353 Berlin–Wedding,(01515) 214 775 0
Curry & Chili,Imbiss,Osloer Str. - Ecke Prinzenallee,13359 Berlin–Wedding,(0178) 636 772 2
Dan Thai,Thailaendisches Restaurant,Reinickendorfer Str. 96,13347 Berlin–Wedding,None
Ditsch,Fast Food,Badstr. 1-3,13355 Berlin–Wedding,None
Domino's Pizza Deutschland GmbH,Pizzaservice,Stralsunder Str. 61,13355 Berlin–Wedding,(030) 311 648 910
Ddomino's Pizza,Pizzaservice,Gerichtstr. 41,13347 Berlin–Wedding,(030) 462 527 2
El Pepe,Tapasbar,Prinzenallee 25,13359 Berlin–Wedding,(030) 556 476 93
Ernst,Gourmetrestaurant,Gerichtstr. 54,13347 Berlin–Wedding,None
Falafel Dream 2010,Imbiss,Müllerstr. 14a,13353 Berlin–Wedding,(0177) 250 158 5
Fünf & Sechzig,Internationales Restaurant,Torfstr. 9,13353 Berlin–Wedding,(030) 306 060 00
Gaststätte Deichgraf,Deutsches Restaurant,Nordufer 10,13353 Berlin–Wedding,(030) 453 761 3
Gils Suppentreff,Suppenbar,Müllerstr. 49b,13349 Berlin–Wedding,(030) 311 645 69
Goldjunge,Burger,Badstr. 4,13357 Berlin–Wedding,(030) 478 669 66
Hasina Eatery,Indisches Restaurant,Ofener Str. 2,13349 Berlin–Wedding,None
Il Paese,Italienisches Restaurant,Demminer Str. 13,13355 Berlin–Wedding,(030) 463 960 9
Kabul Night,Afghanisches Restaurant,Müllerstr. 129,13349 Berlin–Wedding,(0174) 964 236 6
Kantine N°1 UG,Kantine,Seestr. 65,13347 Berlin–Wedding,(030) 810 058 20
KFC Kentucky Fried Chicken,Fast Food,Kurt-Schumacher-Damm 25,13405 Berlin–Wedding,(030) 417 000 41
L‘ Escargot,Mediterranes Restaurant,Brüssler Straße 39,13353 Berlin–Wedding,(030) 453 156 3
La Luz,Internationales Restaurant,Oudenarder Str. 16-20 - Osram-Höfe,13347 Berlin–Wedding,(030) 450 892 30
L'Escargot,Mediterranes Restaurant,Brüsseler Str. 39,13353 Berlin–Wedding,(030) 453 156 3
Lino's Barbecue,Amerikanisches Restaurant,Malplaquetstr. 43,13347 Berlin–Wedding,(030) 556 029 77
Louis Alfons  Premium Burger & Veggie Grill,Burger,Gerichtstr. 60,13347 Berlin–Wedding,(030) 644 911 07
Ly Vinh Cuong,Imbiss,Wollankstr. 28,13359 Berlin–Wedding,(030) 493 914 0
Naveena Path,Indisches Restaurant,Tegeler Str. 22,13353 Berlin–Wedding,(030) 450 294 60
Nordsee,Fast Food,Badstr. 4,13357 Berlin–Wedding,(030) 493 080 96
Pamfilya,Tuerkisches Restaurant,Luxemburger Str. 1,13353 Berlin–Wedding,(030) 453 269 9
Panke,Bistro,Gerichtstr. 23,13347 Berlin–Wedding,(0171) 755 008 3
Parma di Vinibenedetti,Italienisches Restaurant,Utrechter Straße 31,13347 Berlin–Wedding,(030) 257 824 88
Pizza La Rosa,Pizzeria,Müllerstr. 141,13353 Berlin–Wedding,(030) 450 840 40
Pizza Max,Pizzaservice,Cornelius-Fredericks-Str. 3,13351 Berlin–Wedding,(030) 451 608 7
Pizza Pasta Tralala,Pizzeria,Badstr. 4,13357 Berlin–Wedding,(030) 494 130 0
Restaurant Lichtburg,Deutsches Restaurant,Behmstr. 9,13357 Berlin–Wedding,(030) 499 109 30
Restaurant Schäfer,Internationales Restaurant,Groninger Str. 22,13347 Berlin–Wedding,None
Restaurant Uferlos,Internationales Restaurant,Uferstr. 13,13357 Berlin–Wedding,(030) 466 005 10
Ristorante Bella Italia,Italienisches Restaurant,Brunnenstr. 104,13355 Berlin–Wedding,(030) 463 095 00
Ristorante Pizzeria Sole mio,Italienisches Restaurant,Otawistr. 5,13351 Berlin–Wedding,(030) 451 704 1
Safran,Indisches Restaurant,Brüsseler Str. 17,13353 Berlin–Wedding,(030) 347 267 11
Sam Yuk Gu,Koreanisches Restaurant,Seestr. 71,13347 Berlin–Wedding,(030) 548 563 37
Steakhouse Gaucho,Steakhaus,Müllerstraße 83 b,13349 Berlin–Wedding,(030) 451 760 4
Supersonico,Italienisches Restaurant,Bernauer Straße 71-72,13355 Berlin–Wedding,None
Taverna Hellas,Griechisches Restaurant,Utrechter Str. 22,13347 Berlin–Wedding,(030) 456 293 2
Urfa Tatlises,Imbiss,Badstr. 65,13357 Berlin–Wedding,(030) 466 049 20
Valle dei Templi,Italienisches Restaurant,Brüsseler Str. 10,13353 Berlin–Wedding,(030) 454 392 7
Yesil Firin Kebaphaus,Tuerkisches Restaurant,Badstr. 15,13357 Berlin–Wedding,None
Zum Würfel II,Imbiss,Kurt-Schumacher-Damm 123,13405 Berlin–Wedding,None
Das märchenhafte Ribhouse,Amerikanisches Restaurant,Alt-Karow 35,13125 Berlin–Weißensee,(030) 911 424 50
Domino's Pizza Deutschland GmbH,Pizzaservice,Bahnhofstr. 33d,13125 Berlin–Weißensee,(030) 474 769 96
Domino's Pizza Deutschland GmbH,Pizzaservice,Pistoriusstr. 41,13086 Berlin–Weißensee,(030) 311 670 16
La Casa Buena Vista,Kubanisches Restaurant,Bizetstr. 136,13088 Berlin–Weißensee,(030) 923 706 85
La Famiglia,Italienisches Restaurant,Pistoriusstraße 2,13086 Berlin–Weißensee,None
Luises,Internationales Restaurant,Parkstr. 87 - im Living Hotel Weissensee,13086 Berlin–Weißensee,(030) 962 471 71
McDonald's,Fast Food,Prenzlauer Promenade 45,13089 Berlin–Weißensee,(030) 437 235 11
Milchhäuschen,Deutsches Restaurant,Parkstr. 33a,13086 Berlin–Weißensee,(030) 927 114 4
Parkstern,Internationales Restaurant,Parkstr. 31,13086 Berlin–Weißensee,(030) 960 686 36
Pizza Bulls,Pizzaservice,Berliner Allee 110,13088 Berlin–Weißensee,(030) 929 008 60
Restaurant Platon,Griechisches Restaurant,Pistoriusstr. 31,13086 Berlin–Weißensee,(030) 896 562 23
Ristorante Ravello,Italienisches Restaurant,Jacobsohnstr. 23,13086 Berlin–Weißensee,(030) 473 214 3
SchillerBurger - Weissensee,Imbiss,Berliner Allee 95,13088 Berlin–Weißensee,(030) 688 158 02
Tandoori,Indisches Restaurant,Bizetstr. 121,13088 Berlin–Weißensee,(030) 960 648 50
Yoko Sushi,Sushirestaurant,Suermondtstr. 37a,13053 Berlin–Weißensee,(030) 924 095 80
Kiezgaststätte Zum Nudelholz,Deutsches Restaurant,Falkenberger Str. 37a,13088 Berlin–Weißensee,(030) 925 250 7
1000 Grad,Asiatisches Restaurant,Kurfürstendamm 90,10709 Berlin–Wilmersdorf,(030) 319 977 70
Ach Niko Ach,Griechisches Restaurant,Kurfürstendamm 97-98,10709 Berlin–Wilmersdorf,(030) 324 977 9
Restaurantschiff Alte Liebe,Restaurantschiff,Havelchaussee 107,14055 Berlin–Wilmersdorf,(030) 304 825 8
Amma Restaurant,Indisches Restaurant,Brandenburgische Str. 22,10707 Berlin–Wilmersdorf,(030) 887 027 59
Ars Vivendi,Italienisches Restaurant,Holsteinische Str. 18,10717 Berlin–Wilmersdorf,(030) 861 938 9
Restaurant A-Telha,Portugiesisches Restaurant,Holsteinische Str. 17,10717 Berlin–Wilmersdorf,(030) 755 253 16
Badenscher Hof,Deutsches Restaurant,Badensche Str. 29,10715 Berlin–Wilmersdorf,(030) 861 008 0
Bellucci – Restaurant & Bar,Italienisches Restaurant,Brandenburgische Str. 35,10707 Berlin–Wilmersdorf,(030) 280 322 33
Bellucci - Restaurant & Bar,Italienisches Restaurant,Brandenburgische Str. 35,10707 Berlin–Wilmersdorf,(030) 280 322 33
Benedict,Internationales Restaurant,Uhlandstr. 49,10719 Berlin–Wilmersdorf,(030) 994 040 997
Berliner Hof,Deutsches Restaurant,Hildegardstr. 14,10715 Berlin–Wilmersdorf,(030) 850 728 60
Bieberbau,Deutsches Restaurant,Durlacher Str. 15,10715 Berlin–Wilmersdorf,(030) 853 239 0
Bistro im Naturschutzzentrum Ökowerk Berlin e.V.,Bistro,Teufelsseechaussee 22,14193 Berlin–Wilmersdorf,(030) 300 005 0
Block House,Steakhaus,Kurfürstendamm 161a,10709 Berlin–Wilmersdorf,(030) 891 935 5
Café Piter,Russisches Restaurant,Schaperstr. 14,10719 Berlin–Wilmersdorf,(030) 887 192 30
Call a Pizza,Pizzaservice,Hohenzollerndamm 7,10717 Berlin–Wilmersdorf,(030) 883 304 3
China-Restaurant Dschunke,Chinesisches Restaurant,Breite Str. 15,14199 Berlin–Wilmersdorf,(030) 824 868 9
Credo Express,Bistro,Kurfürstendamm 102,10711 Berlin–Wilmersdorf,(030) 890 643 33
Culaccino,Italienisches Restaurant,Fasanenstr. 40,10719 Berlin–Wilmersdorf,(030) 889 289 33
Da Giorgio,Pizzaservice,Uhlandstr. 153,10718 Berlin–Wilmersdorf,(030) 886 288 59
DecoRestaurant,Deutsches Restaurant,Gasteiner Straße 11,10717 Berlin–Wilmersdorf,(030) 552 423 49
Die Auftakter Kriminalmenü,Erlebnisgastronomie,Mainzer Straße 26 - (Büroadresse),10715 Berlin–Wilmersdorf,(030) 897 368 22
Die Gute Stube,Berliner Restaurant,Pfalzburger Str. 24,10719 Berlin–Wilmersdorf,(030) 120 868 83
Domino's Pizza Deutschland GmbH,Pizzaservice,Uhlandstr. 87,10717 Berlin–Wilmersdorf,(030) 863 939 23
Ebe Ano,Afrikanisches Restaurant,Bamberger Str. 49,10779 Berlin–Wilmersdorf,None
Ebert Restaurant & Bar,Deutsches Restaurant,Eisenzahnstr. 59,10709 Berlin–Wilmersdorf,(030) 891 756 7
Egger's Steakhaus,Steakhaus,Bundesallee 42,10715 Berlin–Wilmersdorf,(030) 861 675 8
Eiffel,Mediterranes Restaurant,Kurfürstendamm 105,10711 Berlin–Wilmersdorf,(030) 891 130 5
Francucci Ristorante,Italienisches Restaurant,Kurfürstendamm 90,10709 Berlin–Wilmersdorf,(030) 323 331 8
Frühsammers Restaurant,Gourmetrestaurant,Flinsberger Platz 8,14193 Berlin–Wilmersdorf,(030) 897 386 28
Garçon,Franzoesisches Restaurant,Fechnerstr. 30,10717 Berlin–Wilmersdorf,(030) 863 930 84
Aragvi GmbH,Georgisches Restaurant,Hohenzollerndamm 33,10713 Berlin–Wilmersdorf,(030) 235 782 92
George's Steakhouse,Steakhaus,Uhlandstr. 153,10719 Berlin–Wilmersdorf,None
Grüne Lampe,Russisches Restaurant,Uhlandstr. 51,10719 Berlin–Wilmersdorf,None
Habel am Roseneck,Deutsches Restaurant,Hohenzollerndamm 93,14199 Berlin–Wilmersdorf,(030) 826 126 0
Hanoi Deli Kurfürstendamm,Vietnamesisches Restaurant,Kurfürstendamm 161,10709 Berlin–Wilmersdorf,None
Hanok - Korean Grill & Restaurant,Koreanisches Restaurant,Kurfürstendamm 134,10711 Berlin–Wilmersdorf,(030) 895 418 92
Haus der 100 Biere,Deutsches Restaurant,Kurfürstendamm 100,10709 Berlin–Wilmersdorf,(030) 250 929 01
Restaurant Haveli,Indisches Restaurant,Regensburger Str. 7,10777 Berlin–Wilmersdorf,(030) 219 186 86
Heidelbeere,Deutsches Restaurant,Heidelberger Platz 1,14197 Berlin–Wilmersdorf,(030) 821 292 7
Honca,Tuerkisches Restaurant,Ludwigkirchplatz 12,10719 Berlin–Wilmersdorf,(030) 239 391 14
Hot Spot China-Restaurant,Chinesisches Restaurant,Eisenzahnstr. 66,10709 Berlin–Wilmersdorf,(030) 890 068 78
I-Ke-Su,Japanisches Restaurant,Uhlandstr. 157,10719 Berlin–Wilmersdorf,(030) 889 109 39
Il Camineto Pizzeria,Pizzaservice,Detmolder Str. 50,10715 Berlin–Wilmersdorf,(030) 853 759 4
Il Capriccio,Italienisches Restaurant,Uhlandstr. 43-44,10719 Berlin–Wilmersdorf,(030) 883 838 5
Restaurant Il Castello,Italienisches Restaurant,Joachim-Friedrich-Str. 25,10711 Berlin–Wilmersdorf,(030) 762 183 46
